country_code,product_line_code,platform_code,content_cnt,negative_cnt,positive_cnt,top_theme,top_competitor,last_update_time,persona_identity,persona_media,persona_brand,persona_competitor
BE,breast_pump,amazoncombe,35,0,10,general,Medela,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 法语用户偏好内容与论坛并重，常通过论坛讨论、编辑部内容和专家文章完成选购决策。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 法语用户偏好内容与论坛并重，常通过论坛讨论、编辑部内容和专家文章完成选购决策。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 法语用户偏好内容与论坛并重，常通过论坛讨论、编辑部内容和专家文章完成选购决策。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Spectra, Ardo, Medela, Philips, Philips Avent 等（以栏目为准）；本土/其他（VOC提及候选）：tire-lait, borstkolf, 测评选题（以首页与栏目为准）, 返岗泵奶, 机型对比（需点进线程）"
SA,breast_pump,babycenter_community,3,0,2,portability,Momcozy,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 海湾国家母婴用户高度活跃于视觉化社媒与阿语内容平台，短视频、群组互动和权威母婴站并行。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 海湾国家母婴用户高度活跃于视觉化社媒与阿语内容平台，短视频、群组互动和权威母婴站并行。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 海湾国家母婴用户高度活跃于视觉化社媒与阿语内容平台，短视频、群组互动和权威母婴站并行。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Medela, Spectra, Momcozy, MomCozy, Momcozy V1, Spectra S2 Plus 等（榜单含电动吸奶器类目）, Chicco, Philips Avent；本土/其他（VOC提及候选）：wearable pumps, Farlin"
FR,unknown,doctissimo_forum__magicmaman_forum,3,0,0,general,,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 法语用户偏好内容与论坛并重，常通过论坛讨论、编辑部内容和专家文章完成选购决策。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 法语用户偏好内容与论坛并重，常通过论坛讨论、编辑部内容和专家文章完成选购决策。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 法语用户偏好内容与论坛并重，常通过论坛讨论、编辑部内容和专家文章完成选购决策。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Spectra, Medela；本土/其他（VOC提及候选）：tire-lait, allaitement, tire-lait（需点进线程）, 手动, 电动, 双泵, 储存与清洁（以专题正文为准）, 租赁"
FR,unknown,amazonfr,6,0,4,general,medela,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 法语用户偏好内容与论坛并重，常通过论坛讨论、编辑部内容和专家文章完成选购决策。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 法语用户偏好内容与论坛并重，常通过论坛讨论、编辑部内容和专家文章完成选购决策。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 法语用户偏好内容与论坛并重，常通过论坛讨论、编辑部内容和专家文章完成选购决策。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Spectra, Medela；本土/其他（VOC提及候选）：tire-lait, allaitement, tire-lait（需点进线程）, 手动, 电动, 双泵, 储存与清洁（以专题正文为准）, 租赁"
FR,breast_pump,amazonfr,3,0,2,cleaning,,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 法语用户偏好内容与论坛并重，常通过论坛讨论、编辑部内容和专家文章完成选购决策。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 法语用户偏好内容与论坛并重，常通过论坛讨论、编辑部内容和专家文章完成选购决策。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 法语用户偏好内容与论坛并重，常通过论坛讨论、编辑部内容和专家文章完成选购决策。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Spectra, Medela；本土/其他（VOC提及候选）：tire-lait, allaitement, tire-lait（需点进线程）, 手动, 电动, 双泵, 储存与清洁（以专题正文为准）, 租赁"
TH,unknown,pantip,5,0,0,general,,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 东南亚妈妈人群高度依赖移动端和社媒，偏好短视频、社群口碑与本地化育儿内容同时存在。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 东南亚妈妈人群高度依赖移动端和社媒，偏好短视频、社群口碑与本地化育儿内容同时存在。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 东南亚妈妈人群高度依赖移动端和社媒，偏好短视频、社群口碑与本地化育儿内容同时存在。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Philips Avent, Medela（以站点导航为准）；本土/其他（VOC提及候选）：breast pump, นมแม่, pumping, hands-free, Premium Plus, Attitude Mom, Galaxy III, parents"
AU,breast_pump,babycenter_australia,2,0,1,hands_free,S2,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 澳新家庭偏好实用型育儿内容与社区问答并行，强调生活方式场景和专家建议。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 澳新家庭偏好实用型育儿内容与社区问答并行，强调生活方式场景和专家建议。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 澳新家庭偏好实用型育儿内容与社区问答并行，强调生活方式场景和专家建议。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Medela, Spectra, Spectra S2, Ardo Calypso, Spectra S2+；本土/其他（VOC提及候选）：breast pump, New Beginnings, review（结果列表随算法变化）, single electric breast pump, 含手挤, 手动泵, 电动泵等方法叙述"
AU,unknown,productreviewcomau,2,1,1,general,Medela,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 澳新家庭偏好实用型育儿内容与社区问答并行，强调生活方式场景和专家建议。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 澳新家庭偏好实用型育儿内容与社区问答并行，强调生活方式场景和专家建议。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 澳新家庭偏好实用型育儿内容与社区问答并行，强调生活方式场景和专家建议。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Medela, Spectra, Spectra S2, Ardo Calypso, Spectra S2+；本土/其他（VOC提及候选）：breast pump, New Beginnings, review（结果列表随算法变化）, single electric breast pump, 含手挤, 手动泵, 电动泵等方法叙述"
AU,breast_pump,amazoncomau,15,1,1,pump_modes,Philips,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 澳新家庭偏好实用型育儿内容与社区问答并行，强调生活方式场景和专家建议。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 澳新家庭偏好实用型育儿内容与社区问答并行，强调生活方式场景和专家建议。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 澳新家庭偏好实用型育儿内容与社区问答并行，强调生活方式场景和专家建议。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Medela, Spectra, Spectra S2, Ardo Calypso, Spectra S2+；本土/其他（VOC提及候选）：breast pump, New Beginnings, review（结果列表随算法变化）, single electric breast pump, 含手挤, 手动泵, 电动泵等方法叙述"
AU,unknown,amazoncomau,5,0,1,general,,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 澳新家庭偏好实用型育儿内容与社区问答并行，强调生活方式场景和专家建议。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 澳新家庭偏好实用型育儿内容与社区问答并行，强调生活方式场景和专家建议。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 澳新家庭偏好实用型育儿内容与社区问答并行，强调生活方式场景和专家建议。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Medela, Spectra, Spectra S2, Ardo Calypso, Spectra S2+；本土/其他（VOC提及候选）：breast pump, New Beginnings, review（结果列表随算法变化）, single electric breast pump, 含手挤, 手动泵, 电动泵等方法叙述"
IE,breast_pump,rollercoasterie,4,0,2,general,Medela,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 英爱市场更偏好讨论氛围强的育儿论坛与大社媒联动，妈妈群体重视真实经验和可执行建议。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 英爱市场更偏好讨论氛围强的育儿论坛与大社媒联动，妈妈群体重视真实经验和可执行建议。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 英爱市场更偏好讨论氛围强的育儿论坛与大社媒联动，妈妈群体重视真实经验和可执行建议。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Tommee Tippee, Medela, Medela Symphony, Elvie, Elvie（可穿戴吸奶器线）, Elvie Pump Single 2；本土/其他（VOC提及候选）：breast pump, MAM Move, wearable breast pump, Nuby, wireless breast pump, electric breast pump"
SE,unknown,youtube,1,0,0,general,,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 瑞典妈妈在本地家庭论坛与社媒并行获取信息，更重视体验透明度和长评。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 瑞典妈妈在本地家庭论坛与社媒并行获取信息，更重视体验透明度和长评。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 瑞典妈妈在本地家庭论坛与社媒并行获取信息，更重视体验透明度和长评。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Medela, Spectra, Philips；本土/其他（VOC提及候选）：tester, el, handmjölka"
SE,unknown,familjelivse,12,0,0,general,,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 瑞典妈妈在本地家庭论坛与社媒并行获取信息，更重视体验透明度和长评。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 瑞典妈妈在本地家庭论坛与社媒并行获取信息，更重视体验透明度和长评。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 瑞典妈妈在本地家庭论坛与社媒并行获取信息，更重视体验透明度和长评。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Medela, Spectra, Philips；本土/其他（VOC提及候选）：tester, el, handmjölka"
CH,breast_pump,babyforumch,3,0,1,general,Medela,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 德语区用户习惯在专业育儿站与论坛中做深度对比，决策更看重功能细节与专家答疑。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 德语区用户习惯在专业育儿站与论坛中做深度对比，决策更看重功能细节与专家答疑。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 德语区用户习惯在专业育儿站与论坛中做深度对比，决策更看重功能细节与专家答疑。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Medela Symphony, Momcozy M5, Elvie, Medela Motion InBra, Ardo Melia, Medela Freestyle, Medela Freestyle Hands-free；本土/其他（VOC提及候选）：Helsana, SWICA, CSS, eufy 等, Ersatzteile"
KW,unknown,supermama,1,0,0,general,,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 海湾国家母婴用户高度活跃于视觉化社媒与阿语内容平台，短视频、群组互动和权威母婴站并行。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 海湾国家母婴用户高度活跃于视觉化社媒与阿语内容平台，短视频、群组互动和权威母婴站并行。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 海湾国家母婴用户高度活跃于视觉化社媒与阿语内容平台，短视频、群组互动和权威母婴站并行。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Medela, Spectra；本土/其他（VOC提及候选）：ورش, （无）, wearable, breast pump, Mothercare, Pippeta, Hegen, 以搜索结果 SKU 为准"
TN,unknown,leaders_tunisie,2,0,0,general,,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 阿语非海湾市场同样依赖阿语母婴内容站与社媒互动，价格敏感度和真实体验口碑都较高。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 阿语非海湾市场同样依赖阿语母婴内容站与社媒互动，价格敏感度和真实体验口碑都较高。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 阿语非海湾市场同样依赖阿语母婴内容站与社媒互动，价格敏感度和真实体验口碑都较高。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Chicco, Chicco tire-lait manuel；本土/其他（VOC提及候选）：travail, allaitement, tire-lait, allaitement maternel, association HANEN, tirer le lait, congeler le lait, الرضاعة الطبيعية"
TN,unknown,the_milkyway_tunisia,1,0,0,general,,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 阿语非海湾市场同样依赖阿语母婴内容站与社媒互动，价格敏感度和真实体验口碑都较高。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 阿语非海湾市场同样依赖阿语母婴内容站与社媒互动，价格敏感度和真实体验口碑都较高。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 阿语非海湾市场同样依赖阿语母婴内容站与社媒互动，价格敏感度和真实体验口碑都较高。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Chicco, Chicco tire-lait manuel；本土/其他（VOC提及候选）：travail, allaitement, tire-lait, allaitement maternel, association HANEN, tirer le lait, congeler le lait, الرضاعة الطبيعية"
TN,unknown,medma,1,0,0,general,,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 阿语非海湾市场同样依赖阿语母婴内容站与社媒互动，价格敏感度和真实体验口碑都较高。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 阿语非海湾市场同样依赖阿语母婴内容站与社媒互动，价格敏感度和真实体验口碑都较高。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 阿语非海湾市场同样依赖阿语母婴内容站与社媒互动，价格敏感度和真实体验口碑都较高。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Chicco, Chicco tire-lait manuel；本土/其他（VOC提及候选）：travail, allaitement, tire-lait, allaitement maternel, association HANEN, tirer le lait, congeler le lait, الرضاعة الطبيعية"
RO,unknown,emag,3,0,0,general,,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 中东欧与长尾欧洲市场本地垂类媒体较分散，妈妈用户常同时使用全球母婴内容站和本地社媒群组完成决策。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 中东欧与长尾欧洲市场本地垂类媒体较分散，妈妈用户常同时使用全球母婴内容站和本地社媒群组完成决策。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 中东欧与长尾欧洲市场本地垂类媒体较分散，妈妈用户常同时使用全球母婴内容站和本地社媒群组完成决策。,"【VOC聚合·待业务审核】国际（VOC提及候选）：MOMCOZY, Philips-AVENT, Medela, NUK 等品牌筛选项, PHILIPS AVENT；本土/其他（VOC提及候选）：Doopser, pompa de san electrica, lactatie, Neno, Doopser DPS-010, XIOMAX, LORELLI 等品牌筛选项"
KE,breast_pump,__,2,0,0,general,,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 非洲英语市场更依赖Facebook生态、本地育儿媒体与移动端短视频；社区与内容电商结合度高。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 非洲英语市场更依赖Facebook生态、本地育儿媒体与移动端短视频；社区与内容电商结合度高。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 非洲英语市场更依赖Facebook生态、本地育儿媒体与移动端短视频；社区与内容电商结合度高。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Medela, Philips；本土/其他（VOC提及候选）：Generic, 第三方卖家, breastfeeding, breast pump Kenya, baby care, wearable, newborn, nutrition"
KE,unknown,jumia_kenya,5,0,1,general,,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 非洲英语市场更依赖Facebook生态、本地育儿媒体与移动端短视频；社区与内容电商结合度高。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 非洲英语市场更依赖Facebook生态、本地育儿媒体与移动端短视频；社区与内容电商结合度高。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 非洲英语市场更依赖Facebook生态、本地育儿媒体与移动端短视频；社区与内容电商结合度高。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Medela, Philips；本土/其他（VOC提及候选）：Generic, 第三方卖家, breastfeeding, breast pump Kenya, baby care, wearable, newborn, nutrition"
KE,breast_pump,jumia_kenya,22,0,11,general,,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 非洲英语市场更依赖Facebook生态、本地育儿媒体与移动端短视频；社区与内容电商结合度高。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 非洲英语市场更依赖Facebook生态、本地育儿媒体与移动端短视频；社区与内容电商结合度高。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 非洲英语市场更依赖Facebook生态、本地育儿媒体与移动端短视频；社区与内容电商结合度高。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Medela, Philips；本土/其他（VOC提及候选）：Generic, 第三方卖家, breastfeeding, breast pump Kenya, baby care, wearable, newborn, nutrition"
FI,unknown,youtube,1,0,0,general,,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 芬兰家长偏好高可信、阶段化的内容，论坛和专业媒体在育儿选品中影响力较强。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 芬兰家长偏好高可信、阶段化的内容，论坛和专业媒体在育儿选品中影响力较强。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 芬兰家长偏好高可信、阶段化的内容，论坛和专业媒体在育儿选品中影响力较强。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Medela, Spectra, Philips；本土/其他（VOC提及候选）：sähköinen, imetys, testit, 以站点导航为准"
FI,unknown,vauvafi,15,0,0,general,,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 芬兰家长偏好高可信、阶段化的内容，论坛和专业媒体在育儿选品中影响力较强。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 芬兰家长偏好高可信、阶段化的内容，论坛和专业媒体在育儿选品中影响力较强。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 芬兰家长偏好高可信、阶段化的内容，论坛和专业媒体在育儿选品中影响力较强。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Medela, Spectra, Philips；本土/其他（VOC提及候选）：sähköinen, imetys, testit, 以站点导航为准"
GB,breast_pump,netmums,2,0,1,milk_output,,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 英爱市场更偏好讨论氛围强的育儿论坛与大社媒联动，妈妈群体重视真实经验和可执行建议。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 英爱市场更偏好讨论氛围强的育儿论坛与大社媒联动，妈妈群体重视真实经验和可执行建议。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 英爱市场更偏好讨论氛围强的育儿论坛与大社媒联动，妈妈群体重视真实经验和可执行建议。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Elvie, Elvie（可穿戴吸奶器线）, Medela；本土/其他（VOC提及候选）：breast pump, wearable, 无单一商业品牌, 含哺乳支持文章列表, 多品牌吸奶器（以类目列表为准）, 含子专题入口（含 expressing 相关链接）, 区分 manual, electric pump"
